id_generado;ùTienes equipo/s de Aire Acondicionado en tu hogar?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùCuÿntos Aires Acondicionados tienes en tu hogar? [Comunes];ùCuÿntos Aires Acondicionados tienes en tu hogar? [©Inverterî];ùCuÿntos Aires Acondicionados tienes en tu hogar? [No s? de qu? tipo, pero tengo esta cantidad:];ùQu? potencia tienen tus equipos? [9.000 BTU];ùQu? potencia tienen tus equipos? [12.000 BTU];ùQu? potencia tienen tus equipos? [18.000 BTU];ùQu? potencia tienen tus equipos? [24.000 BTU];ùUsas Aire Acondicionado en Invierno?;En INVIERNO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en INVIERNO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de INVIERNO?;ùUtilizas algœn otro equipamiento para calefaccionar?;ùCuÿl de las siguientes opciones utilizas?;ùUsas Aire Acondicionado en Verano?;En VERANO ùC½mo usas tus aires acondicionados?;Los DIAS DE SEMANA: ùCuÿntas horas al d­a usas tu/s equipo/s en VERANO?;ùY los FINES de semana?ùCuÿntas horas al d­a usas tu/s equipo/s los fines de semana de VERANO?;ùEn qu? tipo de vivienda resides?;ùCuÿntos metros cuadrados construidos tiene tu hogar? (aproximadamente);ùCuÿntas personas viven habitualmente en el hogar?;ùCuÿntos aÏos hace que vives en tu domicilio actual?
45990721;SI;;;;;2;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
45081391;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
47880548;SI;;;;;2;;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
6914340981;SI;;;;4;;;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Menos de un aÏo
9676410822;SI;;;1;;;;1;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
4180161606;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Entre uno y dos aÏos
51130909;SI;;;2;;;2;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
4536841187;SI;;;;1;;;1;;;No;;;;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
98575043;SI;;;;1;;;1;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
3394000102;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Si;Bolsa de agua caliente ;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Apartamento;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
393281768;SI;;;;;2;;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;5;Entre dos y cinco aÏos
895510979;SI;;;;3;;3;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
9284301850;No;S­;Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Entre uno y dos aÏos
9491112242;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;3;Mÿs de cinco aÏos
4465210300;SI;;;;2;;1;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;1;Menos de un aÏo
9695336983;SI;;;3;;3;1;1;1;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
4426391805;SI;;;;;;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;5;Entre uno y dos aÏos
51500462;SI;;;3;1;;;3;;1;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
55951712;SI;;;1;;;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
58530669;SI;;;3;1;;2;2;1;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 4 y 5 horas;Si;Cable radiante el?ctrico, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor, Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
61951549;SI;;;;2;;2;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
3284021152;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Entre dos y cinco aÏos
63931086;SI;;;4;;;;3;;1;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Entre dos y cinco aÏos
1149881461;No;S­;radiador el?ctrico;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;1;Mÿs de cinco aÏos
69931093;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;4;Entre uno y dos aÏos
6991424183;SI;;;;;2;3;;1;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;entre 4 y 5 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;2;Entre uno y dos aÏos
7281180631;SI;;;4;;;2;2;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
60900981;SI;;;;;2;;1;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
66290734;SI;;;2;;;1;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
1778181386;SI;;;4;4;;4;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
4647040846;SI;;;1;;;1;;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
187143857;SI;;;;2;;1;;1;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;2;Entre uno y dos aÏos
68310206;SI;;;1;1;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
364050003;SI;;;2;;;;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
1625410726;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;3;Menos de un aÏo
5680650039;SI;;;1;;;1;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
1242881321;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;1;Menos de un aÏo
76900415;SI;;;1;1;;1;;;1;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;entre 3 y 4 horas;mas de 5 horas;No;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 3 y 4 horas;mas de 5 horas;Apartamento;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
1044814631;SI;;;;2;;;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Si;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;3;Entre uno y dos aÏos
74191948;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
74740703;SI;;;3;1;;1;;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;No;;;;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
5136151927;SI;;;3;;3;3;;;;Si;Lo enciendo solamente cuando siento frio;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;5;Entre dos y cinco aÏos
5979227648;SI;;;Mÿs de 4;Mÿs de 4;;2;2;1;1;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
76270244;SI;;;3;;;3;1;2;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;1 hora o menos;Si;Calefacci½n central;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
76350379;No;No;;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
7726281576;SI;;;;1;;;;;1;Si;Lo enciendo solamente cuando siento frio;;entre 3 y 4 horas;No;;No;;;;Casa;Entre 40m2 y 80m2;2;Menos de un aÏo
78270939;SI;;;1;1;;;1;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;3;Mÿs de cinco aÏos
8786634193;SI;;;2;;;;2;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Entre dos y cinco aÏos
6714551069;SI;;;3;;;1;1;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
82460498;SI;;;1;1;;1;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
89381756;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
8177344192;SI;;;;1;;;;1;;Si;Lo enciendo solamente cuando siento frio;entre 3 y 4 horas;entre 4 y 5 horas;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
7413070571;No;S­;Estufa a supergas, Convector;;;;;;;;;;;;;;;;;;Casa;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
84941562;SI;;;2;;;1;;1;;No;;;;Si;Estufa a supergas;No;;;;Casa;Entre 40m2 y 80m2;4;Menos de un aÏo
3516510516;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
86921328;SI;;;3;;;;Mÿs de 4;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 80m2 y 120m2;2;Mÿs de cinco aÏos
8088974232;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;1;Entre uno y dos aÏos
82551775;SI;;;3;;;;;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Apartamento;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
7820943831;SI;;;2;;;1;;;;Si;Lo enciendo solamente cuando siento frio, Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;1 hora o menos;Si;Estufa a supergas;No;;;;Casa;40m2 o menos;4;Entre dos y cinco aÏos
88181119;SI;;;1;2;;2;;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
87740794;SI;;;;3;;;2;1;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;40m2 o menos;4;Mÿs de cinco aÏos
9389400509;SI;;;3;1;;1;2;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 2 y 3 horas;Si; calienta camas;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 2 y 3 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6197170394;SI;;;;;1;;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;40m2 o menos;2;Entre dos y cinco aÏos
85101583;SI;;;;;2;2;2;;;No;;;;No;;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 3 y 4 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
88940489;SI;;;3;;;3;;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., calefaccion a gas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;3;Mÿs de cinco aÏos
89390039;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;3;Mÿs de cinco aÏos
97600296;SI;;;2;;;2;;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
97511905;SI;;;2;;;1;;1;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
90540914;SI;;;2;;;;2;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
90471403;SI;;;1;;;;1;;;No;;;;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
91151455;SI;;;3;;;2;1;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;No;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 3 y 4 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
9880234398;SI;;;;2;;;2;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Cable radiante el?ctrico;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
96241289;SI;;;;3;;1;;2;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
98370922;SI;;;2;;;;2;;;No;;;;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Entre dos y cinco aÏos
9130250527;SI;;;2;1;;1;2;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;4;Entre dos y cinco aÏos
92790753;SI;;;;;1;;1;;;No;;;;Si;Estufa a supergas;Si;Lo uso cuidando que el consumo no sea demasiado alto;1 hora o menos;entre 2 y 3 horas;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
96801592;SI;;;1;;;;;1;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 4 y 5 horas;mas de 5 horas;No;;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Apartamento;40m2 o menos;2;Mÿs de cinco aÏos
482831445;SI;;;1;;;;1;;;Si;Lo enciendo solamente cuando siento frio;mas de 5 horas;mas de 5 horas;No;;No;;;;Apartamento;Entre 40m2 y 80m2;2;Mÿs de cinco aÏos
95210711;No;S­;Calefacci½n central;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
96741158;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
2924850213;No;No;;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Menos de un aÏo
90180905;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
93561879;SI;;;2;;;;2;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;mas de 5 horas;mas de 5 horas;Casa;Entre 40m2 y 80m2;4;Mÿs de cinco aÏos
9577314760;No;S­;Estufa a supergas;;;;;;;;;;;;;;;;;;Apartamento;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
201800642;No;S­;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;;;;;;;;;;;;;;;;;;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
98681021;SI;;;4;;;3;1;;;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n fr­a;mas de 5 horas;mas de 5 horas;Si;Estufa a supergas;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;mas de 5 horas;mas de 5 horas;Casa;Mÿs de 120m2;2;Mÿs de cinco aÏos
99480500;SI;;;3;;;1;1;1;2;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo de manera rutinaria mientras dure la estaci½n cÿlida;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Mÿs de 120m2;4;Mÿs de cinco aÏos
99811331;SI;;;;;1;;1;;;No;;;;Si;Estufa a cuarzo, Caloventilador, Hal½gena;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 40m2 y 80m2;6;Mÿs de cinco aÏos
90590982;SI;;;2;;;1;1;;;Si;Lo enciendo solamente cuando siento frio;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;entre 4 y 5 horas;Casa;Entre 80m2 y 120m2;4;Mÿs de cinco aÏos
6982949798;SI;;;;1;;;1;;;Si;Lo enciendo solamente cuando siento frio;1 hora o menos;1 hora o menos;Si;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo enciendo solamente cuando siento calor;1 hora o menos;1 hora o menos;Casa;Entre 80m2 y 120m2;2;Entre dos y cinco aÏos
3355640925;SI;;;4;;;4;;;;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Si;Estufa a supergas, Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra.;Si;Lo uso cuidando que el consumo no sea demasiado alto;entre 2 y 3 horas;entre 2 y 3 horas;Casa;Entre 40m2 y 80m2;3;Mÿs de cinco aÏos
101440336;No;S­;Estufa a leÏa (abierta o cerrada), estufa a pellet, salamandra., Estufa a cuarzo, caloventilador, estufa hal½gena;;;;;;;;;;;;;;;;;;Casa;40m2 o menos;2;Mÿs de cinco aÏos
2769340906;SI;;;1;;;1;;;;No;;;;Si;Estufa a supergas;Si;Lo enciendo solamente cuando siento calor;entre 4 y 5 horas;mas de 5 horas;Casa;Entre 80m2 y 120m2;5;Mÿs de cinco aÏos
